csvdate,nav
2024-06-27,130.6927
2024-06-28,130.8395
2024-07-02,130.5506
2024-07-03,131.368
2024-07-04,132.3795
2024-07-05,132.4496
2024-07-08,132.7154
2024-07-09,132.8808
2024-07-10,132.9471
2024-07-11,133.9454
2024-07-12,133.7765
2024-07-15,133.6701
2024-07-16,133.4744
2024-07-17,133.0668
2024-07-18,132.6437
2024-07-19,131.2291
2024-07-22,130.6113
2024-07-23,131.1929
2024-07-24,130.6733
2024-07-25,129.7117
2024-07-26,129.9342
2024-07-29,130.3196
2024-07-30,130.2736
2024-07-31,131.0498
2024-08-01,131.7252
2024-08-02,129.6851
2024-08-05,126.0655
2024-08-06,126.9744
2024-08-07,128.4385
2024-08-08,127.791
2024-08-09,128.8004
2024-08-12,129.1585
2024-08-13,129.4682
2024-08-14,129.7986
2024-08-15,129.6176
2024-08-16,130.8307
2024-08-19,131.6787
2024-08-20,132.0201
2024-08-21,131.704
2024-08-22,131.5368
2024-08-23,131.8396
2024-08-26,132.1558
2024-08-27,132.0936
2024-08-28,132.1626
2024-08-29,131.951
2024-08-30,132.1888
2024-09-02,131.9325
2024-09-03,131.4322
2024-09-04,130.1525
2024-09-05,130.2163
2024-09-09,129.5843
2024-09-10,129.6696
2024-09-11,129.339
2024-09-12,130.6224
2024-09-13,130.9678
2024-09-19,132.4188
2024-09-20,132.9294
2024-09-23,133.2345
2024-09-24,134.1026
2024-09-25,134.6281
2024-09-26,135.9001
2024-09-27,136.5727
2024-09-30,136.1747
2024-10-08,135.4819
2024-10-09,134.7807
2024-10-10,135.2062
2024-10-14,135.7848
2024-10-15,135.6463
2024-10-16,134.9986
2024-10-17,134.6734
2024-10-18,135.6506
2024-10-21,135.4372
2024-10-22,134.8039
2024-10-23,134.616
2024-10-24,134.2171
2024-10-25,134.2776
2024-10-28,134.1574
2024-10-29,133.8982
2024-10-30,133.3578
2024-10-31,132.8217
2024-11-01,132.9832
2024-11-04,133.3339
2024-11-05,133.8284
2024-11-06,133.3854
2024-11-07,134.2092
2024-11-08,134.4584
2024-11-11,133.9441
2024-11-12,132.418
2024-11-13,131.7003
2024-11-14,131.229
2024-11-15,131.1776
2024-11-18,131.2376
2024-11-19,131.8219
2024-11-20,131.6589
2024-11-21,131.3395
2024-11-22,131.7734
2024-11-25,132.106
2024-11-26,131.5262
2024-11-27,131.6852
2024-11-28,131.564
2024-11-29,131.686
2024-12-02,132.1669
2024-12-03,133.0066
2024-12-04,133.0771
2024-12-05,132.9814
2024-12-06,132.909
2024-12-09,133.1491
2024-12-10,132.9356
2024-12-11,132.4082
2024-12-12,132.5967
2024-12-13,132.1366
2024-12-16,131.8768
2024-12-17,131.4853
2024-12-18,131.2668
2024-12-19,130.1753
2024-12-20,129.4828
2024-12-23,130.4978
2024-12-24,130.7348
2024-12-27,130.8928
2024-12-30,130.6894
2024-12-31,130.3673
2025-01-02,130.032
2025-01-03,129.9941
2025-01-06,130.4075
2025-01-07,130.4467
2025-01-08,129.9774
2025-01-09,129.5708
2025-01-10,129.0157
2025-01-13,127.766
2025-01-14,128.3061
2025-01-15,128.6428
2025-01-16,129.4781
2025-01-17,129.6199
2025-01-20,130.2423
2025-01-21,130.5706
2025-01-22,130.5693
2025-01-23,130.5847
2025-01-24,131.0163
2025-01-27,130.6513
2025-02-05,130.8322
2025-02-06,131.0273
2025-02-07,131.2068
2025-02-10,130.8789
2025-02-11,130.7791
2025-02-12,130.8465
2025-02-13,131.3101
2025-02-14,131.6432
2025-02-17,132.3843
2025-02-18,132.4495
2025-02-19,132.2839
2025-02-20,132.021
2025-02-21,132.5167
2025-02-24,132.3456
2025-02-25,131.7253
2025-02-26,132.3721
2025-02-27,131.8466
2025-02-28,130.4439
2025-03-03,130.9643
2025-03-04,130.4626
2025-03-05,131.6129
2025-03-06,132.3224
2025-03-07,131.8199
2025-03-10,131.3082
2025-03-11,130.7739
2025-03-12,130.8582
2025-03-13,130.3931
2025-03-14,131.005
2025-03-17,131.6174
2025-03-18,132.3181
2025-03-19,132.333
2025-03-20,132.0878
2025-03-21,131.4426
2025-03-24,131.6714
2025-03-25,131.5226
2025-03-26,131.3877
2025-03-27,131.2036
2025-03-28,130.7759
2025-03-31,129.4511
2025-04-01,130.3051
2025-04-02,130.2785
2025-04-03,129.6649
2025-04-07,122.1555
2025-04-08,121.5305
2025-04-09,119.9219
2025-04-10,122.7952
2025-04-11,123.2147
2025-04-14,124.3541
2025-04-15,125.2258
2025-04-16,124.8667
2025-04-17,125.3667
2025-04-22,125.5649
2025-04-23,127.0107
2025-04-24,126.8978
2025-04-25,127.1334
2025-04-28,127.5666
2025-04-29,127.7314
2025-04-30,127.9259
2025-05-06,128.7049
2025-05-07,128.9755
2025-05-08,128.6107
2025-05-09,128.9255
2025-05-12,129.7039
2025-05-13,129.7413
2025-05-14,130.398
2025-05-15,130.46
2025-05-16,130.4256
2025-05-19,130.1437
2025-05-20,130.3723
2025-05-21,130.7486
2025-05-22,130.3035
2025-05-23,130.6028
2025-05-26,130.4793
2025-05-27,130.4966
2025-05-28,130.4501
2025-05-29,130.7811
2025-05-30,130.4851
2025-06-03,130.6854
2025-06-04,131.4681
2025-06-05,131.8396
2025-06-06,131.8021
2025-06-09,132.3469
2025-06-10,132.8637
2025-06-11,133.2324
2025-06-12,133.2207
2025-06-13,132.4831
2025-06-16,132.9572
2025-06-17,132.8875
2025-06-18,132.6381
2025-06-19,131.7957
2025-06-20,132.2205
2025-06-23,132.0548
2025-06-24,133.7869
2025-06-25,134.5705
2025-06-26,134.9323
2025-06-27,134.9348
2025-06-30,134.478
2025-07-02,135.1829
2025-07-03,135.6309
2025-07-04,135.3343
2025-07-07,134.9402
2025-07-08,135.3115
2025-07-09,135.4565
2025-07-10,135.9492
2025-07-11,136.0076
2025-07-14,136.0784
2025-07-15,136.4303
2025-07-16,136.3173
2025-07-17,136.3659
2025-07-18,137.0164
2025-07-21,137.2756
2025-07-22,137.2047
2025-07-23,138.1341
2025-07-24,138.4245
2025-07-25,137.907
2025-07-28,137.8009
2025-07-29,137.5464
2025-07-30,137.3376
2025-07-31,136.5909
2025-08-01,135.7414
2025-08-04,136.3707
2025-08-05,137.0922
2025-08-06,137.1053
2025-08-07,138.086
2025-08-08,137.8691
2025-08-11,138.0059
2025-08-12,138.3121
2025-08-13,139.6192
2025-08-14,139.5092
2025-08-15,139.3895
2025-08-18,139.2737
2025-08-19,139.0797
2025-08-20,138.4462
2025-08-21,138.5178
2025-08-22,138.9153
2025-08-25,139.8553
2025-08-26,139.3372
2025-08-27,138.8888
2025-08-28,138.9646
2025-08-29,138.9064
2025-09-01,139.096
2025-09-02,138.9539
2025-09-03,138.8296
2025-09-04,138.5648
2025-09-05,139.7003
2025-09-08,140.22
2025-09-09,141.0433
2025-09-10,142.1404
2025-09-11,142.5245
2025-09-12,143.1088
2025-09-15,143.2779
2025-09-16,143.9201
2025-09-17,144.1568
2025-09-18,143.7554
2025-09-19,143.3574
2025-09-22,143.3472
2025-09-23,143.507
2025-09-24,143.4481
2025-09-25,143.0189
2025-09-26,142.0783
2025-09-29,143.0989
2025-09-30,143.3038
2025-10-09,145.1847
2025-10-10,144.1583
2025-10-13,143.582
2025-10-14,142.5715
2025-10-15,144.0851
2025-10-16,145.2307
2025-10-17,144.1964
2025-10-20,145.5964
2025-10-21,145.8749
2025-10-22,145.5828
2025-10-23,145.6662
2025-10-24,146.3187
2025-10-27,147.5999
2025-10-28,147.3531
2025-10-30,147.4601
2025-10-31,146.9898
2025-11-03,147.2034
2025-11-04,146.2357
2025-11-05,145.6905
2025-11-06,146.6005
2025-11-07,145.9625
2025-11-10,147.0922
2025-11-11,147.303
2025-11-12,147.9245
2025-11-13,147.7918
2025-11-14,146.4006
2025-11-17,145.9434
2025-11-18,144.2671
2025-11-19,143.7909
2025-11-20,144.6521
2025-11-21,142.3678
2025-11-24,142.8521
2025-11-25,143.5661
2025-11-26,144.8129
2025-11-27,145.1106
2025-11-28,145.0357
2025-12-01,145.0423
2025-12-02,145.3487
2025-12-03,145.4513
2025-12-04,145.6923
2025-12-05,146.3967
2025-12-08,146.1299
2025-12-09,145.641
2025-12-10,145.8053
2025-12-11,145.3247
2025-12-12,145.9931
2025-12-15,145.3439
